Genotype,Length_mm,Width_mm,Area_mm_2,GW_mg
cv5,3.505554557,7.20285754,19.3713261,50.0092504
cv5,3.649779087,6.874566256,19.48642082,50.40183424
cv5,3.601061411,6.697128161,18.1229911,45.79978485
cv5,3.791119174,7.32353315,20.42488543,53.63035976
cv5,3.610389284,7.052561544,19.38903298,50.06959945
cv5,2.813085255,7.093867164,14.48422738,34.07076152
cv5,3.53530462,6.791643463,18.45056837,46.89568337
cv5,3.329320184,6.12687395,15.18364911,36.25905906
cv5,3.19508009,6.583801398,15.65288142,37.74543803
cv5,3.573470341,6.654690486,18.28235301,46.33213994
cv5,2.84341836,6.850053321,14.90033904,35.36868545
cv5,3.337435804,6.191558283,15.29874383,36.62230033
cv5,3.498332322,6.377515351,15.80338989,38.22525018
cv5,1.909137329,6.093547913,9.021655071,18.23802507
cv5,3.607265134,7.377733214,19.96450656,52.04048394
cv5,3.843744142,6.905405586,19.87597216,51.73607308
cv5,3.45353711,6.573034749,16.98089738,42.02890171
cv5,3.701000763,6.760285187,19.20311074,49.43681624
cv5,3.875731589,6.79815823,19.77858433,51.40172198
cv5,3.352195265,6.79815823,17.02516457,42.173587
cv5,2.480898009,5.1673953,9.384646099,19.21284273
cv5,3.492825735,6.134094782,16.16638092,39.38845138
cv5,3.692762262,6.367790347,17.76885351,44.62214234
cv5,4.18129748,6.724832345,21.24825532,56.50237779
cv5,3.867882039,6.674616742,19.66348961,51.00725859
cv5,3.723981893,6.547393001,18.52139589,47.13345799
cv5,3.504225964,6.821559877,18.06987046,45.62266513
cv5,3.215591744,6.31052865,14.97116656,35.59077521
cv5,3.849735298,6.80726843,20.59310078,54.21415627
cv5,3.331271981,6.367790347,15.59090734,37.54829622
cv5,2.637673546,5.383879794,10.87202397,23.33080532
cv5,3.28863818,6.525721802,15.93619149,38.64983038
cv5,3.199152437,5.645563123,13.6431506,31.48381622
cv5,3.269052596,6.48898754,16.20179468,39.5023856
cv5,3.215714165,6.431428329,15.42269199,37.01446226
cv5,3.539807439,6.712973123,18.24693926,46.21370999
cv5,3.526874469,6.868123966,17.9459223,45.21003402
cv5,3.017859493,6.665325236,14.92689936,35.45192961
cv5,3.829238418,6.311931457,18.60107684,47.40130242
cv5,3.593906586,6.552799602,17.95477574,45.23947751
cv5,2.895116875,5.480042657,11.75736794,25.87076938
cv5,2.704933116,5.590406264,11.27042876,24.46591026
cv5,3.248578998,6.017521786,14.50193426,34.12575198
cv5,3.65280766,6.737984778,19.06145571,48.95600888
cv5,3.621658241,7.231072878,19.89367904,51.7969206
cv5,3.675771849,7.153522318,20.43373887,53.66104766
cv5,3.651790093,7.399302076,20.56654046,54.12187607
cv5,4.381155168,6.547393001,21.19513468,56.31599456
cv5,3.237004564,6.44929917,15.76797613,38.11222109
cv5,3.480927234,6.460272039,16.81268202,41.48019974
cv5,3.628171934,6.622683773,18.20267206,46.06577597
cv5,4.071258106,6.850053321,21.15972092,56.19182208
cv5,3.424682476,7.279882564,18.77814564,47.99782611
cv5,3.948663934,7.022368491,20.62851454,54.33725578
cv5,3.90323793,6.850053321,19.61036897,50.82544735
cv5,3.513037385,6.547393001,17.14911273,42.57934583
cv5,3.588035632,7.027409675,19.36247266,49.97908249
cv5,3.679544582,6.202987104,16.88350954,41.71101905
cv5,3.420994844,6.583801398,17.04287145,42.23149485
cv5,2.534757046,6.629364581,13.33328021,30.54336263
cv5,3.383515714,6.436932334,16.8746561,41.68214966
cv5,3.864125126,6.552799602,18.80470596,48.08746043
cv5,3.871386646,6.833230646,20.07960128,52.43686413
cv5,4.304660246,6.869412907,20.36291135,53.41566371
cv5,3.565466519,6.093547913,15.60861422,37.60459691
cv5,3.630955342,7.022368491,18.88438691,48.35660636
cv5,4.06426905,7.27136452,22.07162521,59.41023813
cv5,3.301833164,6.011633798,14.86492528,35.25776708
cv5,3.412102031,6.850053321,17.93706887,45.18059517
cv5,3.514408797,6.983175922,18.40630117,46.74722241
cv5,3.354717896,6.00131592,15.0685544,35.89669782
cv5,3.420994844,6.583801398,16.98089738,42.02890171
cv5,3.349467093,6.454787936,16.20179468,39.5023856
cv5,3.055833416,7.196709133,17.47669,43.65621919
cv5,3.523473619,6.734041745,18.15840486,45.91795702
cv5,3.642709762,6.367790347,17.62719848,44.15317603
cv5,3.772191007,6.388611515,17.95477574,45.23947751
cv5,4.059747986,7.205315433,22.36378872,60.45050072
cv5,2.843366281,6.48898754,14.09467603,32.86644485
cv5,3.510866794,6.682570608,17.72458631,44.47546138
cv5,2.891065145,5.732710374,11.97870394,26.51557058
cv5,3.715980387,6.618672051,17.9459223,45.21003402
cv5,3.83676395,6.904123365,19.8405584,51.61443007
cv5,3.897592459,6.905405586,19.99992032,52.1623694
cv5,3.69634655,6.682570608,18.33547365,46.50992252
cv5,3.859294192,6.850053321,20.58424734,54.18339197
cv5,3.833192447,7.1138078,21.1774278,56.25390002
cv5,3.773730141,6.981907983,18.64534404,47.5502637
cv5,4.204587354,7.003431732,21.81487546,58.49969666
cv5,4.02491868,6.48898754,19.63692929,50.9163333
cv5,3.631978943,6.58649031,18.46827525,46.95509969
cv5,3.272346523,6.552799602,16.52051851,40.53136683
cv5,3.893547747,6.344110414,19.14999011,49.25638001
cv5,3.459983833,7.000902961,16.83924234,41.56672059
cv5,2.439159039,4.594406133,16.64151552,40.9236719
cv5,2.439159039,4.594406133,16.64151552,40.9236719
cv5,2.439159039,4.594406133,16.64151552,40.9236719
cv5,3.831273185,4.465688408,19.14113667,49.22632287
cv5,2.953192629,5.060491516,17.83082759,44.82769216
cv5,3.468967903,5.03418029,19.92023936,51.88822439
cv5,3.410545706,5.407262215,20.41160527,53.58433589
cv5,3.195224159,4.524773955,16.64889339,40.94762255
cv5,2.757132032,5.608194415,18.6807578,47.66951425
cv5,3.319085645,4.213210964,15.84323037,38.35250481
cv5,2.818781747,6.011633798,20.46915262,53.7838418
cv5,3.831273185,4.465688408,19.14113667,49.22632287
cv5,2.953192629,5.060491516,17.83082759,44.82769216
cv5,3.468967903,5.03418029,19.92023936,51.88822439
cv5,3.410545706,5.407262215,20.41160527,53.58433589
cv5,3.195224159,4.524773955,16.64889339,40.94762255
cv5,2.757132032,5.608194415,18.6807578,47.66951425
cv5,3.319085645,4.213210964,15.84323037,38.35250481
cv5,2.818781747,6.011633798,20.46915262,53.7838418
cv5,3.284098387,6.65335989,17.41471672,43.4519896
cv5,3.628429174,6.617334366,17.9901886,45.3572949
cv5,3.944612503,6.499893188,19.07030869,48.98602437
cv5,2.838595629,5.614111423,11.73966122,25.81935238
cv5,2.434185982,6.423163414,11.89016914,26.25718736
cv5,3.598216772,6.85005331,18.84897232,48.23693817
cv5,3.041826487,6.024873734,14.10352993,32.89370009
cv5,3.622426748,7.649917603,20.69934273,54.58366001
cv5,3.969701052,6.525722027,19.34476662,49.91876277
cv5,3.68594718,6.033684254,16.48510551,40.41672182
cv5,4.381155014,6.547392845,21.5138588,57.43652734
cv5,3.487270117,6.25557375,16.44083786,40.27352181
cv5,3.727547646,6.574381351,18.41515541,46.77690816
cv5,3.57942462,6.134094715,16.78612137,41.39372153
cv5,3.445145607,6.691838264,17.49439621,43.71461166
cv5,3.902124643,6.488987446,19.20311165,49.43681931
cv5,3.395776987,6.606622219,17.77770615,44.65148991
cv5,3.383476496,6.013106346,15.36071777,36.81825429
cv5,4.021487713,7.176998615,22.37264252,60.48209332
cv5,3.812071562,6.377515316,18.13184547,45.82932409
cv5,3.556899309,6.172941208,16.39657021,40.13044513
cv5,3.896380901,7.625575066,22.20442772,59.88254527
cv5,4.015828609,6.525722027,19.88482475,51.76649175
cv5,3.804841042,6.454787731,19.12343025,49.16622349
cv5,3.836813688,7.462448597,21.54041862,57.53014437
cv5,3.42849803,5.980626583,15.06855392,35.89669633
cv5,4.063503265,6.85005331,21.23054886,56.44023493
cv5,3.459747076,6.65335989,18.06987,45.62266358
cv5,3.628806353,6.367790222,17.55637169,43.91914655
cv5,3.334507465,6.786427021,16.75956154,41.30728978
cv5,3.747217178,6.842294216,20.13272285,52.6200577
cv5,2.336427689,5.661223412,9.977826118,20.83183031
cv5,4.273784637,6.280997276,19.36247253,49.97908206
cv5,3.091058493,5.820074081,14.2451849,33.33050391
cv5,3.207710266,6.800762177,16.2195015,39.5593824
cv5,3.790290117,7.02614975,19.72546387,51.21957103
cv5,3.338271618,6.338525772,15.27218342,36.53839726
cv5,3.522610188,7.097610474,18.45942116,46.92538707
cv5,4.13699007,6.796855927,21.07118607,55.8816803
cv5,3.248141527,5.942012787,15.02428722,35.75756348
cv5,3.280468941,5.856468678,14.42225361,33.87846535
cv5,4.059636116,6.607962132,20.10616112,52.52843829
cv5,3.784401894,6.606622219,19.6723423,51.0375732
cv5,3.421060801,6.71824646,16.75070763,41.27848686
cv5,3.738825321,6.90027523,19.73431778,51.24992036
cv5,3.419212818,6.172941208,16.02472496,38.93351112
cv5,3.620150805,6.622684002,18.86668015,48.29676506
cv5,3.697062969,6.475329399,18.09643173,45.71120737
cv5,3.366363525,7.153522491,19.0791626,49.01604749
cv5,3.689129353,6.734041691,18.9109478,48.44640445
cv5,2.802541494,5.534699917,11.8104887,26.02517068
cv5,3.690597296,6.573034763,18.2380867,46.18411695
cv5,3.443632364,6.237147808,16.50281143,40.4740326
cv5,3.876032352,6.697128296,19.36247253,49.97908206
cv5,3.381472349,6.786427021,17.29962158,43.07331691
cv5,3.469973087,5.909142494,14.80295086,35.06386234
cv5,3.524070263,6.431428432,16.74185371,41.24968881
cv5,3.432206392,6.134094715,16.00701904,38.87673724
cv5,3.168976784,6.235728264,15.05084705,35.84102688
cv5,3.855686426,6.686543941,19.54839516,50.61353426
cv5,3.273452997,6.65335989,16.44969177,40.30215319
cv5,2.96591258,6.686543941,15.22791672,36.39866462
cv5,3.688434601,5.645563126,15.70600224,37.91461624
cv5,3.13876152,6.44243145,15.44925213,37.09862797
cv5,3.822080374,6.388611317,18.26464653,46.27291711
cv5,3.704873323,6.48079586,18.74273109,47.87837413
cv5,3.608840227,7.02614975,19.88482475,51.76649175
cv5,3.722299337,6.431428432,18.26464653,46.27291711
cv5,3.488412619,6.497168541,17.05172539,42.26045761
cv5,2.984511614,6.371960163,14.28059864,33.43992276
cv5,2.99131918,6.552799702,14.66129589,34.62163021
cv5,3.511076927,6.460271835,17.01631165,42.14464197
cv5,3.912937403,6.280997276,18.50368881,47.07398636
cv5,3.676968336,6.712973118,18.9197998,48.47634063
cv5,3.464999437,6.868124008,18.09643173,45.71120737
cv5,3.621480942,6.85005331,18.9994812,48.74601298
cv5,3.740562201,5.874581337,17.45013046,43.56866525
cv5,3.752694607,6.785122395,18.97292137,48.65608406
cv5,3.434684277,6.449299335,15.72370911,37.97104949
cv5,3.831317663,6.525722027,17.95477486,45.23947455
cv5,4.181839466,6.884861469,21.52271271,57.46773115
cv5,3.76370883,6.398304939,17.94592285,45.21003583
cv5,2.707423925,5.232096672,10.62412739,22.63117566
cv5,3.676695108,6.568992615,18.46827507,46.95509909
cv5,2.996345758,5.79721117,13.04996967,29.68961345
cv5,2.675140619,5.520284176,10.89858437,23.40607107
cv5,3.533368826,6.760285378,18.63648987,47.52045991
cv5,3.65368247,6.212970257,17.41471672,43.4519896
cv5,3.726721048,7.611629963,20.33635139,53.32371634
cv5,3.931160927,6.756355286,19.71660995,51.18922607
cv5,3.470851183,6.785122395,18.36203384,46.59887524
cv5,3.239201546,6.71824646,16.50281143,40.4740326
cv5,3.307019711,5.777323723,13.84677982,32.105571
cv5,3.653713942,6.716928482,18.80470657,48.08746251
cv5,2.927093983,5.383879662,12.29742813,27.45079123
cv5,3.661379337,6.509420872,17.80426788,44.73957338
cv5,4.005625248,7.046281815,21.38105774,56.96899079
cv5,3.820509434,6.697128296,19.79629135,51.46247449
cv5,3.588224649,6.686543941,18.41515541,46.77690816
cv5,3.803033829,6.816366673,19.84941101,51.64483145
cv5,3.400447607,6.607962132,17.12255287,42.49231977
cv5,3.868114948,6.546040535,19.28279114,49.70776818
cv5,3.97184968,6.669308662,19.48642159,50.40183686
cv5,3.684444427,7.02614975,19.72546387,51.21957103
cv5,2.85983777,5.820074081,12.45678997,27.92133038
cv5,3.32778573,5.746592999,14.99772644,35.6741443
cv5,3.11877656,5.609378338,12.92602158,29.31795251
cv5,3.3501122,5.909142494,15.20135593,36.31488498
cv5,3.257503986,6.321742535,15.47581291,37.18284203
cv5,3.426011324,6.568992615,16.44969177,40.30215319
cv5,4.058306217,7.072618484,22.3637886,60.4505003
cv5,3.576735497,6.712973118,18.77814484,47.9978234
cv5,3.955881834,6.821559906,20.30979156,53.23180782
cv5,2.934032202,6.487623215,14.73212337,34.84257619
cv5,3.643778563,7.362116337,20.54883385,54.06037804
cv5,3.233808279,5.486501217,12.9083147,29.26495087
cv5,3.684635878,6.497168541,17.79541397,44.71020755
cv5,3.331538916,5.777323723,14.66129589,34.62163021
cv5,3.391496658,6.421784878,16.98974991,42.05782616
cv5,3.339767933,6.79164362,17.40586281,43.42283097
cv5,3.522442102,5.388810635,13.79365921,31.94309032
cv5,3.169907808,6.524364948,16.49395752,40.44537167
cv5,3.186457396,5.845877171,13.42181492,30.81135831
cv5,3.463313818,6.712973118,17.71573257,44.44613826
cv5,3.564442158,6.423163414,17.87509537,44.97465547
cv5,3.273020267,6.248493195,15.24562359,36.4545427
cv5,3.730205059,6.360834599,17.66261292,44.2703072
cv5,3.991719246,6.547392845,19.99991989,52.16236792
cv5,4.197884083,6.816366673,21.79716873,58.43702709
cv5,3.912299395,6.915654659,20.94723892,55.44818794
cv5,3.601334333,6.785122395,19.34476662,49.91876277
cv5,3.556978703,6.650698185,18.45056915,46.895686
cv5,3.945837259,6.304914474,17.07828522,42.34736831
cv5,3.496947765,6.106610298,15.75912285,38.083977
cv5,3.407854319,6.157144547,15.95389843,38.70652707
cv5,3.421092749,6.423163414,17.0694313,42.31839119
cv5,3.783571243,6.191558361,18.10528374,45.74072485
cv5,3.583753586,6.833230495,18.84897232,48.23693817
cv5,3.482447147,6.304914474,16.38771629,40.10184338
cv5,3.03130579,5.946481228,13.1119442,29.87587006
cv5,3.266931057,6.525722027,16.27262306,39.73049585
cv5,3.623522282,6.919494152,19.12343025,49.16622349
cv5,3.106999397,6.388611317,15.37842464,36.87428776
cv5,2.980906963,5.809415817,12.80207348,28.94743027
cv5,3.473223209,7.08637476,19.03489494,48.86598295
cv5,3.87934947,6.869412899,20.70819473,54.61447424
cv5,3.291695356,5.777323723,14.94460583,35.50745076
cv5,2.906231403,6.781206608,14.54620171,34.26332291
cv5,3.934426785,6.525722027,18.41515541,46.77690816
cv5,3.663174629,6.85909462,19.53068733,50.55302362
cv5,3.757914066,6.785122395,19.32705879,49.85845464
cv5,3.206292629,5.842847347,13.35098743,30.59691719
cv5,3.055505276,5.54588604,12.76665974,28.84177697
cv5,3.800138474,6.821559906,19.47756767,50.37161009
cv5,3.284486055,6.436932564,16.70643997,41.13455157
cv5,3.686630964,7.132451534,19.70775604,51.15888546
cv5,3.970825434,6.207267284,18.08757782,45.68168814
cv5,3.744868994,6.321742535,17.61834526,44.12390631
cv5,3.852229357,6.573034763,18.79585266,48.0575783
cv5,3.728142977,6.682570457,18.30006027,46.39138373
cv5,3.863296986,6.467120647,19.65463638,50.97694652
cv5,2.851042509,5.639286995,12.27972126,27.39862899
cv5,3.347045183,6.475329399,16.99860382,42.08675994
cv5,3.736851215,6.77598238,19.2473774,49.58729998
cv5,3.099598169,5.661223412,13.09423733,29.82262548
cv5,4.4876647,6.498531342,21.02691841,55.72676481
cv5,3.466819286,6.665325165,17.67146492,44.29959643
cv5,3.23700428,6.498531342,15.8919239,38.50817612
cv5,4.010507107,6.622684002,19.52183533,50.5227814
cv5,3.150459766,5.856468678,13.6165905,31.40293624
cv5,3.631978989,6.586490154,18.79585266,48.0575783
cv5,3.873586416,6.920773506,20.7613163,54.79948136
cv5,3.465383768,6.060038567,15.74141598,38.02750308
cv5,3.622453213,6.202987194,16.50281143,40.4740326
cv5,4.148554802,6.573034763,20.44259262,53.69174091
cv5,3.264237881,6.151390076,15.03314018,35.78537837
cv5,3.573766947,6.629364491,18.34432793,46.53957179
cv5,3.98380661,6.884861469,20.77017021,54.83033173
cv5,3.569351196,6.622684002,17.62719917,44.15317834
cv5,4.14670229,6.618671894,20.65507507,54.42962557
cv5,3.508013725,6.011633873,16.35230255,39.98749201
cv5,3.7809515,6.617334366,17.98133659,45.32783761
cv5,3.911826372,6.454787731,19.25623131,49.61741201
cv5,3.681686163,6.901558399,19.38018036,50.03942551
cv5,3.093681574,5.809415817,13.60773659,31.3759858
cv5,2.388154507,5.20495224,9.296112061,18.97395134
cv5,3.138450623,5.777323723,13.45722866,30.91871485
cv5,3.195080042,6.58380127,16.39657021,40.13044513
cv5,2.919199944,5.647130966,12.12035942,26.93025454
cv5,3.616807699,6.716928482,18.74273109,47.87837413
cv5,3.601293802,6.745863914,18.22037888,46.12493558
cv5,2.917680264,5.868550301,13.20933247,30.16912746
cv5,3.313117027,6.734041691,17.35274124,43.24798521
cv5,2.58095932,5.509046555,10.53559303,22.3825654
cv5,3.763129711,6.436932564,17.4855442,43.68541669
cv5,3.450690746,6.552799702,17.26420784,42.95696457
cv5,3.4618783,6.280997276,16.41427803,40.18766346
cv5,3.740815163,6.475329399,18.38859367,46.68786793
cv5,2.959124088,5.684633255,12.88175488,29.18549346
cv5,3.663317204,6.438307762,18.06101608,45.59315823
cv5,3.310522556,6.060038567,15.30759716,36.65027795
cv5,3.507492542,6.532501698,16.79497528,41.42254392
cv5,3.627253771,6.033684254,16.76841545,41.33609756
cv5,3.600961924,6.574381351,17.45898247,43.59784129
cv5,3.480939627,5.946481228,15.62632084,37.66091721
cv5,3.926267385,6.697128296,20.11501503,52.55897379
cv5,3.704980135,6.060038567,16.67102623,41.01949241
cv5,2.89590168,5.882112026,13.0676775,29.74280326
cv5,2.944971085,6.271122456,14.18321037,33.13922891
cv5,3.833724737,6.498531342,19.09686852,49.07610065
cv5,3.821870804,6.509420872,18.47712898,46.98481568
cv5,3.604346752,6.617334366,18.22923279,46.15452396
cv5,3.20597291,6.230046749,15.23676968,36.42659956
cv5,3.278466225,6.524364948,15.68829536,37.85820334
cv5,3.782583237,5.715696812,16.17523384,39.41692578
cv5,3.718490362,6.818963528,19.82285118,51.55363342
cv5,3.491309643,6.816366673,18.54795647,47.22269946
cv5,3.849583864,6.25557375,18.37974167,46.65820339
cv5,4.111649513,6.498531342,19.43330002,50.22054868
cv5,3.512554407,6.44243145,16.6444664,40.93325089
cv5,3.52610302,6.734041691,18.39744759,46.71754344
cv5,3.347466707,6.617334366,16.6444664,40.93325089
cv5,3.422080755,6.074630737,15.74141598,38.02750308
cv5,3.444811344,6.25557375,16.29918289,39.8161166
cv5,3.385056257,6.606622219,17.07828522,42.34736831
cv5,3.341979265,6.712973118,17.11369896,42.46331862
cv5,3.502438068,6.734041691,17.59178543,44.03612475
cv5,3.271710157,6.310528755,14.84721851,35.20233993
cv5,3.927624464,5.950945854,17.9016552,45.06288662
cv5,3.028090239,5.455755234,11.8104887,26.02517068
cv5,3.564818621,6.323142529,17.25535393,42.92788684
cv5,3.470851183,6.785122395,17.86624146,44.9452523
cv5,3.084531784,6.475329399,14.44881344,33.96084458
cv5,3.779899597,7.087624073,19.68119621,51.06789635
cv5,3.311109781,6.909250736,17.79541397,44.71020755
cv5,3.699268103,5.988023758,16.44083786,40.27352181
cv5,2.927478313,5.988023758,13.48378849,30.99929018
cv5,3.504914522,6.304914474,16.79497528,41.42254392
cv5,3.506088972,6.237147808,17.05172539,42.26045761
cv5,3.542565107,6.552799702,17.84853363,44.88645994
cv5,4.034808636,7.113807678,21.71748734,58.15521177
cv5,3.484727383,6.524364948,17.66261292,44.2703072
cv5,3.708617926,6.884861469,19.61036873,50.82544652
cv5,3.611951828,6.235728264,17.12255287,42.49231977
cv5,3.74032402,6.438307762,18.44171524,46.8659831
cv5,3.332529783,6.546040535,16.32574272,39.901782
